,gender_word,verb,relation,gender
2140,他,单身,nsubj,male
2141,他,供养,dobj,male
2142,他,允许,dobj,male
2143,他,貼补,dobj,male
2144,他,由,pobj,male
2145,他,由,pobj,male
2146,他,由,pobj,male
2147,他,村,nn,male
2148,男生,来,nsubj,male
2149,他,干预,nsubj,male
2150,他,烤,nsubj,male
2151,他,电影,assmod,male
2152,女,孩子,amod,female
2153,男,孩子,amod,male
2154,他们,居心,assmod,male
2155,他,拜,dobj,male
2156,他,一模一样,nsubj,male
2157,他,批判,nsubj,male
2158,妹妹,们,nn,female
2159,她,告诉,nsubj,female
2160,妈妈,与,pobj,female
2161,他,点头,nsubj,male
2162,父亲,喜欢,dobj,male
2163,他,老成,nn,male
2164,爸爸,海,nn,male
2165,爷爷,伯父,conj,male
2166,妈妈,膝前,assmod,female
2167,她,跟,pobj,female
2168,舅妈,是,top,female
2169,他,充耳不闻,nsubj,male
2170,他,诗,assmod,male
2171,他,懂,nsubj,male
2172,他,下令,nsubj,male
2173,他们,是,nsubj,male
2174,她,死,nsubj,female
2175,他,见到,nsubj,male
2176,女友,是,attr,female
2177,男孩,侧面,assmod,male
2178,女,孩子,amod,female
2179,妈妈,想,dobj,female
2180,女儿,有,nsubj,female
2181,他,害怕,nsubj,male
2182,他们,存在,assmod,male
2183,他们,范围,assmod,male
2184,叔叔,微醺,nsubj,male
2185,叔叔,唱上,nsubj,male
2186,他,吃完,nsubj,male
2187,阿姨,是,attr,female
2188,叔叔,嫁,dobj,male
2189,他,音乐,assmod,male
2190,妹妹,痛苦,nsubj,female
2191,男孩,和,pobj,male
2192,男孩,和,pobj,male
2193,男孩,家里,nn,male
2194,男孩,早,nsubj,male
2195,妹妹,想,nsubj,female
2196,妹妹,情感,assmod,female
2197,她,喜欢,nsubj,female
2198,她,弄,nsubj,female
2199,他,座骑,dep,male
2200,他,披风,nsubj,male
2201,她,颇拢,nsubj,female
2202,男生,们,nn,male
2203,先生,有,nsubj,male
2204,他,说,nsubj,male
2205,他,寻找,nsubj,male
2206,他,争辩,nsubj,male
2207,叔叔,家,nn,male
2208,叔叔,阿姨,nn,male
2209,阿姨,少聪,conj,female
2210,叔叔,阿姨,nn,male
2211,阿姨,少聪,conj,female
2212,她,跑到,nsubj,female
2213,他们,要求,nsubj,male
2214,他,斗争,nsubj,male
2215,他们,与,pobj,male
2216,他们,系统,nn,male
2217,他,知道,nsubj,male
2218,他,引导,dobj,male
2219,他,笑,nsubj,male
2220,他,那个,nsubj,male
2221,他,与,pobj,male
2222,妈妈,口,nn,female
2223,爸爸,妈妈,nn,male
2224,妈妈,批判,dobj,female
2225,他们,冲犯,dobj,male
2226,他们,伤心,nsubj,male
2227,他,军官,nn,male
2228,男生,朋友,nn,male
2229,他,脸,nn,male
2230,他,细心,assmod,male
2231,他们,人,nn,male
2232,他们,看,dobj,male
2233,爷爷,说,nsubj,male
2234,女孩,自杀,nsubj,female
2235,她,知,nsubj,female
2236,她,心境,nn,female
2237,她,死,assmod,female
2238,他们,打扮,nn,male
2239,男,拿,nsubj,male
2240,她,接去,nsubj,female
2241,她,拿来,nsubj,female
2242,他,手,assmod,male
2243,他,提醒,dobj,male
2244,外公,路径,assmod,male
2245,他,照,assmod,male
2246,他,沉醉,nsubj,male
2247,爷爷,说,nsubj,male
2248,她,喜欢,dobj,female
2249,她,有,top,female
2250,她,央,dobj,female
2251,他,正在,nsubj,male
2252,女孩,儿,nn,female
2253,她,过,dobj,female
2254,她,说,nsubj,female
2255,她,说,nsubj,female
2256,爷爷,话,assmod,male
2257,她,替,pobj,female
2258,他们,捕捉,nsubj,male
2259,他,说,nsubj,male
2260,他,爱,dobj,male
2261,男孩,握,nsubj,male
2262,女孩,手,assmod,female
2263,他,说法,assmod,male
2264,她,亲爱,nsubj,female
2265,女儿,亲爱,dobj,female
2266,女人,骑,nsubj,female
2267,她,告诉,nsubj,female
2268,女儿,放学,nsubj,female
2269,女孩,宿舍,assmod,female
2270,先生,们,nn,male
2271,他,腼腆,nsubj,male
2272,妈妈,说,nsubj,female
2273,他们,头发,assmod,male
2274,女孩,喜欢,nsubj,female
2275,他,家,nn,male
2276,男,明星,amod,male
2277,儿子,媳妇,nn,male
2278,他,留,dobj,male
2279,他们,有,nsubj,male
2280,他们,出海,nsubj,male
2281,他,决定,nsubj,male
2282,他,隐下,nsubj,male
2283,他,高,nsubj,male
2284,女,孩子,amod,female
2285,他,觉得,nsubj,male
2286,他,要,nsubj,male
2287,爷爷,说,nsubj,male
2288,妈妈,拿,nsubj,female
2289,她们,一样,nsubj,female
2290,妈妈,们,assmod,female
2291,他,刺,dobj,male
2292,妈妈,央,dobj,female
2293,他们,看,dobj,male
2294,他,坚持,nsubj,male
2295,他,为,pobj,male
2296,她,想,nsubj,female
2297,她,认识,nsubj,female
2298,男,孩子,amod,male
2299,他们,笃定,assmod,male
2300,她,们,assmod,female
2301,她,熟悉,nsubj,female
2302,女,孩子,amod,female
2303,男生,为数,nsubj,male
2304,他们,同,nsubj,male
2305,她们,提,nsubj,female
2306,她们,做出,nsubj,female
2307,女性,懿范,nn,female
2308,她们,敬爱,dobj,female
2309,男性,女性,conj,male
2310,女性,敬爱,dep,female
2311,妹妹,对,pobj,female
2312,她,要,dobj,female
2313,妹妹,讲给,nsubj,female
2314,他们,送,dobj,male
2315,他,年轻人,nn,male
2316,他,家,nn,male
2317,他,帮,dobj,male
2318,伯伯,！,root,male
2319,伯伯,书房,assmod,male
2320,他们,阳台,nn,male
2321,他,抱,nsubj,male
2322,他,声,assmod,male
2323,他,动作,nn,male
2324,他,搅,nsubj,male
2325,他,压,nsubj,male
2326,他,动弹,nsubj,male
2327,他,邀请,dobj,male
2328,父亲,诊疗室,nn,male
2329,她,拿出,nsubj,female
2330,她,时代,nn,female
2331,先生,同,nsubj,male
2332,他,拥有,nsubj,male
2333,他,女伴,conj,male
2334,他,女伴,assmod,male
2335,他,索,nsubj,male
2336,他们,向,pobj,male
2337,女儿,笑,dobj,female
2338,他,在,nsubj,male
2339,他,对,dobj,male
2340,她,向,pobj,female
2341,他,问,nsubj,male
2342,他,心愿,nn,male
2343,他们,缉,dobj,male
2344,他,为,nsubj,male
2345,女人,是,attr,female
2346,他,写,nsubj,male
2347,他,尽,nsubj,male
2348,他,君君,assmod,male
2349,祖父,过往,nsubj,male
2350,妹妹,走路,nsubj,female
2351,妈妈,看,dobj,female
2352,她,传染,nsubj,female
2353,她,直觉,nn,female
2354,母亲,做,dobj,female
2355,爸爸,啜,nsubj,male
2356,他,感觉,nn,male
2357,他,坐上,nsubj,male
2358,他,代,dobj,male
2359,他,采撷,nsubj,male
2360,她,牺牲,assmod,female
2361,她,接纳,dobj,female
2362,她,看,dobj,female
2363,她,课,assmod,female
2364,她,讲起,nsubj,female
2365,她,拘,nsubj,female
2366,她,说,nsubj,female
2367,先生,姓,nsubj,male
2368,他,好看,nsubj,male
2369,他们,怕,nsubj,male
2370,他们,扪心,nsubj,male
2371,他们,想,dobj,male
2372,他们,替,pobj,male
2373,男人,女人,nn,male
2374,女人,身上,nn,female
2375,他,投寄,nsubj,male
2376,他,同学,assmod,male
2377,他,访问,dobj,male
2378,他,味儿,assmod,male
2379,他,要,nsubj,male
2380,他,做,nsubj,male
2381,他,说,nsubj,male
2382,他们,困惑,nsubj,male
2383,他们,叮嘱,nsubj,male
2384,爸爸,妈妈,nn,male
2385,妈妈,信任,nn,female
2386,她,访谈,dobj,female
2387,她,手,dep,female
2388,她,在,nsubj,female
2389,他们,认出,nsubj,male
2390,他,以为,nsubj,male
2391,他,用词,assmod,male
2392,他,凌辱,dobj,male
2393,他,想,dobj,male
2394,他,教,nsubj,male
2395,他,认为,nsubj,male
2396,他,教,dobj,male
2397,她,丈夫,assmod,female
2398,妈妈,摔下,nsubj,female
2399,爸爸,找,dobj,male
2400,他们,帮,dobj,male
2401,他,敬,dobj,male
2402,他,犯,dobj,male
2403,他,哄,dobj,male
2404,他,提出,nsubj,male
2405,他,让,dobj,male
2406,她,准,nsubj,female
2407,她,教,dobj,female
2408,女儿,语言,assmod,female
2409,女人,保存,dobj,female
2410,舅妈,带,nsubj,female
2411,外婆,去,nsubj,female
2412,外婆,替,pobj,female
2413,外婆,有,nsubj,female
2414,她,去,nsubj,female
2415,他,自己,dep,male
2416,她,想见,dobj,female
2417,他们,怕,nsubj,male
2418,男孩,找,dobj,male
2419,他,对,pobj,male
2420,她们,是,nsubj,female
2421,他,有,nsubj,male
2422,他,真实,nsubj,male
2423,他,阿哥,nn,male
2424,她,期待,nsubj,female
2425,妈妈,知道,nsubj,female
2426,外公,面前,lobj,male
2427,舅妈,媳妇,nn,female
2428,她,媳妇,assmod,female
2429,她们,忠告,nsubj,female
2430,他,要,nsubj,male
2431,他,移往,nsubj,male
2432,她,结交,nsubj,female
2433,外公,家,nn,male
2434,她,与,pobj,female
2435,爸爸,妈妈,nn,male
2436,妈妈,守,dobj,female
2437,他们,勾,nsubj,male
2438,他们,有,nsubj,male
2439,他们,健忘,nsubj,male
2440,他,通,nsubj,male
2441,他,跟,pobj,male
2442,妹妹,惠理,nn,female
2443,他,告诉,nsubj,male
2444,他们,监听,nsubj,male
2445,他,作,nsubj,male
2446,伯伯,平静,nsubj,male
2447,他,生活,nn,male
2448,女儿,带,dobj,female
2449,他们,认为,nsubj,male
2450,男孩,经过,nsubj,male
2451,他,敬,dobj,male
2452,他,教会,nsubj,male
2453,他,教,nsubj,male
2454,外公,拿,nsubj,male
2455,他,告诉,nsubj,male
2456,先生,疼爱,nsubj,male
2457,他,谏,nsubj,male
2458,他,恤,nsubj,male
2459,他,为,nsubj,male
2460,他,待,nsubj,male
2461,他,睽违,nsubj,male
2462,他,赞成,top,male
2463,他,苟同,nsubj,male
2464,他,身分,assmod,male
2465,先生,出,nsubj,male
2466,她,指挥,nsubj,female
2467,她,带,nsubj,female
2468,先生,笑,nsubj,male
2469,她们,做到,top,female
2470,她,花,nsubj,female
2471,她,浇水,nsubj,female
2472,她,观察,nsubj,female
2473,她,猫,conj,female
2474,她们,上,top,female
2475,她,黏,nsubj,female
2476,她,陪,nsubj,female
2477,舅妈,踩,dobj,female
2478,他,高,nsubj,male
2479,舅妈,哭,nsubj,female
2480,她,喜欢,nsubj,female
2481,外公,家,nn,male
2482,她,意思,assmod,female
2483,她,说,nsubj,female
2484,她,自由,nsubj,female
2485,先生,想到,nsubj,male
2486,他,叫,nsubj,male
2487,他,说,nsubj,male
2488,他,充满,nsubj,male
2489,她,告诉,dobj,female
2490,他们,丧礼,assmod,male
2491,他们,追思,dobj,male
2492,他们,死,assmod,male
2493,他们,免于,nsubj,male
2494,她们,传借,nsubj,female
2495,男人,让,dobj,male
2496,她,焰,nn,female
2497,他,讲课,nsubj,male
2498,他,口,dep,male
2499,他,费,nsubj,male
2500,她,劝解,dobj,female
2501,她,给,dobj,female
2502,她,告诉,dobj,female
2503,他,承认,nsubj,male
2504,他,忍住,nsubj,male
2505,他,用功,nsubj,male
2506,他,是,nsubj,male
2507,女孩,注视,dobj,female
2508,伯伯,扛,nsubj,male
2509,爸爸,晚安,dep,male
2510,儿子,奄奄一息,nsubj,male
2511,外公,外婆,nn,male
2512,外婆,牵,nsubj,female
2513,外公,指,nsubj,male
2514,外婆,感叹,nsubj,female
2515,外公,向,pobj,male
2516,外婆,怀抱,nsubj,female
2517,外公,怕,dobj,male
2518,爸爸,时代,nn,male
2519,他,要,nsubj,male
2520,她,闻,nsubj,female
2521,他们,避免,nsubj,male
2522,她,朋友们,assmod,female
2523,男,朋友们,amod,male
2524,他们,随,pobj,male
2525,男生,打量,nsubj,male
2526,他,同情,dobj,male
2527,他,话,assmod,male
2528,他,让,dobj,male
2529,哥哥,装,nn,male
2530,她,满意,nsubj,female
2531,爷爷,看,dobj,male
2532,他,熟,nsubj,male
2533,他,认为,nsubj,male
2534,他,知道,nsubj,male
2535,他,守,dobj,male
2536,他,一样,nsubj,male
2537,他,在,nsubj,male
2538,她,伟大,nsubj,female
2539,他,说,nsubj,male
2540,他,告诉,top,male
2541,他,和,pobj,male
2542,他,婉拒,dobj,male
2543,她们,跳,nsubj,female
2544,男人,跟,pobj,male
2545,女人,拥,nsubj,female
2546,他,长篇大论,nsubj,male
2547,他,叫,dobj,male
2548,他,反应,assmod,male
2549,她,跑,nsubj,female
2550,男,孩子,amod,male
2551,她,要,nsubj,female
2552,她,拥有,nsubj,female
2553,他,妻,assmod,male
2554,他,妻,conj,male
2555,他们,回国,nsubj,male
2556,男子,告诉,nsubj,male
2557,他,朋友,assmod,male
2558,他们,看,dobj,male
2559,他们,不知,nsubj,male
2560,女人,身材,nn,female
2561,男子,是,nsubj,male
2562,妈妈,们,conj,female
2563,妈妈,们,nn,female
2564,她,寻,dobj,female
2565,她,娶回,nsubj,female
2566,哥哥,们,nn,male
2567,爷爷,送,dobj,male
2568,爷爷,走,nsubj,male
2569,女儿,动线,assmod,female
2570,他,种,dobj,male
2571,堂哥,家,nn,male
2572,他们,看到,nsubj,male
2573,他,褪去,nsubj,male
2574,母亲,发现,nsubj,female
2575,他们,告诉,nsubj,male
2576,妹妹,警告,dobj,female
2577,他们,出没,nsubj,male
2578,他,玩意,assmod,male
2579,他,是,nsubj,male
2580,女,望,nsubj,female
2581,男,望,dobj,male
2582,男,吸,nsubj,male
2583,女,伸手,nsubj,female
2584,他,替,pobj,male
2585,他们,为,pobj,male
2586,他,望,nsubj,male
2587,男子,离去,nsubj,male
2588,他,饼,nn,male
2589,他,跟,pobj,male
2590,他,坐,nsubj,male
2591,大哥,二哥,nn,male
2592,他们,胜,dobj,male
2593,他,写,nsubj,male
2594,他,鼓励,nsubj,male
2595,她,懂,nsubj,female
2596,他们,指出,nsubj,male
2597,男,孩子,amod,male
2598,他,对,pobj,male
2599,他,像,pobj,male
2600,男孩,由,pobj,male
2601,她,是,nsubj,female
2602,她们,需要,dobj,female
2603,她们,在,nsubj,female
2604,她,在,nsubj,female
2605,她,远,nsubj,female
2606,她,是,top,female
2607,女孩,是,attr,female
2608,女孩,晓得,nsubj,female
2609,她,名叫,nsubj,female
2610,她,像,dobj,female
2611,她,看,dobj,female
2612,她,多,nsubj,female
2613,她,能力,assmod,female
2614,她,让,dobj,female
2615,她,指认,nsubj,female
2616,外公,有,top,male
2617,他,好,nsubj,male
2618,男,小说家,amod,male
2619,他,属,nsubj,male
2620,他,身影,assmod,male
2621,他,走,top,male
2622,他们,探亲,assmod,male
2623,他们,深信不疑,nsubj,male
2624,他,言语,nsubj,male
2625,他,想,nsubj,male
2626,先生,世代,prnmod,male
2627,外婆,唤,nsubj,female
2628,爸爸,妈妈,nn,male
2629,妈妈,没有,dobj,female
2630,先生,看,nsubj,male
2631,男,主人,amod,male
2632,男,主人,amod,male
2633,他们,回答,dobj,male
2634,她,意,nsubj,female
2635,先生,模糊,top,male
2636,他,后脑勺,nn,male
2637,他,是,top,male
2638,她,带,nsubj,female
2639,他们,与,pobj,male
2640,他,讲,nsubj,male
2641,他,心境,assmod,male
2642,她,寄来,nsubj,female
2643,男孩,女孩,nn,male
2644,女孩,轻笑,nsubj,female
2645,她,回,nsubj,female
2646,她,发现,nsubj,female
2647,她,暗示,nsubj,female
2648,她,次,assmod,female
2649,女儿,厮混,nsubj,female
2650,女友,想起,dobj,female
2651,妈妈,说,nsubj,female
2652,爷爷,奶奶,nn,male
2653,奶奶,带,dobj,female
2654,妈妈,想,nsubj,female
2655,爷爷,奶奶,nn,male
2656,奶奶,岁,nsubj,female
2657,妹妹,是,attr,female
2658,她,腋下,assmod,female
2659,他们,得了,nsubj,male
2660,她,脸,assmod,female
2661,她,撩,dobj,female
2662,伯伯,见到,dobj,male
2663,他,牺牲,nsubj,male
2664,他,支持,dobj,male
2665,她,带给,dobj,female
2666,他,去,nsubj,male
2667,他们,与,pobj,male
2668,女,孩子,amod,female
2669,哥哥,有,dobj,male
2670,爷爷,与,pobj,male
2671,她,爱,top,female
2672,伯伯,看到,dobj,male
2673,他,是,nsubj,male
2674,她,画,nsubj,female
2675,她,问,dobj,female
2676,他,松,nsubj,male
2677,小姐,示范,nsubj,female
2678,他,行李箱,assmod,male
2679,小姐,垂询,nsubj,female
2680,他,让,dobj,male
2681,她,是,top,female
2682,他,搭机,nsubj,male
2683,她,寄,nsubj,female
2684,她,出国,nsubj,female
2685,她,那里,dep,female
2686,小姐,央,dobj,female
2687,她,躺,nsubj,female
2688,她,度假,nsubj,female
2689,她,答,nsubj,female
2690,他,想到,nsubj,male
2691,弟弟,像,pobj,male
2692,她,家,nn,female
2693,她们,家,nn,female
2694,他,自己,dep,male
2695,他们,之间,lobj,male
2696,她,叫,nsubj,female
2697,她,穿,nsubj,female
2698,她,当作,nsubj,female
2699,她,在,nsubj,female
2700,小姐,意思,assmod,female
2701,她们,站,nsubj,female
2702,妹妹,陪,nsubj,female
2703,妈妈,陪,dobj,female
2704,她,跟,pobj,female
2705,她,对,nsubj,female
2706,男孩,是,attr,male
2707,他,聪明,nsubj,male
2708,伯伯,扛,nsubj,male
2709,他,扛,dobj,male
2710,阿姨,怕,nsubj,female
2711,伯伯,走,nsubj,male
2712,爸爸,由,pobj,male
2713,他,心中,nn,male
2714,他,唱道,nsubj,male
2715,他,懂,nsubj,male
2716,他,成熟,nsubj,male
2717,男孩,幼稚,assmod,male
2718,男孩,H,nn,male
2719,女孩,L,nn,female
2720,男孩,M,nn,male
2721,她,合租,nsubj,female
2722,女,敷,nsubj,female
2723,他,受,nsubj,male
2724,男友,与,pobj,male
2725,他,躺,nsubj,male
2726,父亲,父亲,dep,male
2727,父亲,仿效,nsubj,male
2728,父亲,激怒,dobj,male
2729,他,赌气,nsubj,male
2730,母亲,准,dobj,female
2731,他,提醒,dobj,male
2732,他,告诉,nsubj,male
2733,他们,告诉,dobj,male
2734,他们,教会,dobj,male
2735,他们,盖起,nsubj,male
2736,她,让,dobj,female
2737,他们,找,nsubj,male
2738,她,瞟,dobj,female
2739,她,走,nsubj,female
2740,男孩,气,nsubj,male
2741,他,是,nsubj,male
2742,她,怕,nsubj,female
2743,他们,吵醒,dobj,male
2744,她,买,nsubj,female
2745,她,分辨,dobj,female
2746,他,给,dobj,male
2747,他,替,pobj,male
2748,男友,告诉,nsubj,male
2749,他,等候,nsubj,male
2750,他,向,pobj,male
2751,他,穿,nsubj,male
2752,他,安慰,dobj,male
2753,她,送,dobj,female
2754,她,出去,nsubj,female
2755,她,无聊,nsubj,female
2756,她,帮,dobj,female
2757,她,看,dobj,female
2758,她,穿,nsubj,female
2759,女孩,像,dobj,female
2760,她们,办事,nsubj,female
2761,他,灵柩,assmod,male
2762,她,女人,conj,female
2763,女孩,女人,conj,female
2764,女人,形容,dobj,female
2765,她,吓倒,dobj,female
2766,她,屏,nsubj,female
2767,她,冲出,nsubj,female
2768,她,想,dobj,female
2769,他,一样,nsubj,male
2770,他,说话,nsubj,male
2771,男孩,哥哥,dep,male
2772,哥哥,是,attr,male
2773,男人,由,pobj,male
2774,她,比,pobj,female
2775,他们,坐,nsubj,male
2776,他,教,dobj,male
2777,他,与,pobj,male
2778,母亲,讲,nsubj,female
2779,他,给,pobj,male
2780,他,怕,nsubj,male
2781,外公,牵,nsubj,male
2782,外婆,怀中,nn,female
2783,她,对,pobj,female
2784,男子,感情,assmod,male
2785,先生,。,root,male
2786,他,给,dobj,male
2787,他,师父,nn,male
2788,他,命,dobj,male
2789,他,斩,nsubj,male
2790,他们,父母,assmod,male
2791,他们,习于,nsubj,male
2792,他们,望,nsubj,male
2793,他,跪下,nsubj,male
2794,哥哥,上,nsubj,male
2795,他,看,nsubj,male
2796,他,遗失,nsubj,male
2797,他,迁往,nsubj,male
2798,他,挪,nsubj,male
2799,她,喜欢,top,female
2800,他,喜欢,nsubj,male
2801,她,用,nsubj,female
2802,女人,身上,nn,female
2803,她,想到,dobj,female
2804,女孩,没有,top,female
2805,妹妹,们,nn,female
2806,她们,老板,nn,female
2807,妹妹,坐,dobj,female
2808,她,来,nsubj,female
2809,先生,教到,dobj,male
2810,先生,批评,nn,male
2811,他们,作品,assmod,male
2812,他,停下,nsubj,male
2813,女儿,替,pobj,female
2814,他们,恩,assmod,male
2815,他们,爱,dobj,male
2816,她,唱,nsubj,female
2817,她,有,top,female
2818,小姐,手表,nn,female
2819,他,看,nsubj,male
2820,爸爸,去,nsubj,male
2821,妈妈,留,dobj,female
2822,他,办,nsubj,male
2823,她,父亲,dep,female
2824,父亲,是,top,male
2825,她,迟疑,nsubj,female
2826,爷爷,和,pobj,male
2827,爷爷,说,nsubj,male
2828,他们,唱,nsubj,male
2829,他,教,nsubj,male
2830,先生,穿,nsubj,male
2831,他,拉,dobj,male
2832,他,动,nsubj,male
2833,他,说服,dobj,male
2834,他,沉下,nsubj,male
2835,他,与,pobj,male
2836,他,老,dobj,male
2837,他,有,top,male
2838,他,死,nsubj,male
2839,先生,走过,nsubj,male
2840,妈妈,唱,nsubj,female
2841,妈妈,年龄,assmod,female
2842,他,阻止,dobj,male
2843,男生,口吻,assmod,male
2844,他,尾随,nsubj,male
2845,男,尸,amod,male
2846,他,觉得,nsubj,male
2847,他,鼓足,xsubj,male
2848,舅舅,送,nsubj,male
2849,他们,高高挺挺,nsubj,male
2850,他,兴起,nsubj,male
2851,男孩,说话,nsubj,male
2852,她,是,nsubj,female
2853,妹妹,是,attr,female
2854,她,趴,nsubj,female
2855,她,凑,nsubj,female
2856,她,而,lobj,female
2857,男子,教导,dobj,male
2858,他,准,nsubj,male
2859,他,所属,nsubj,male
2860,男生,看,dobj,male
2861,他们,内衣裤,assmod,male
2862,男孩,整好,nsubj,male
2863,他,断定,nsubj,male
2864,他,转去,nsubj,male
2865,他,居,nsubj,male
2866,他,去,nsubj,male
2867,他,提醒,dobj,male
2868,他,停留,nsubj,male
2869,儿子,处,nn,male
2870,爸爸,儿子,prnmod,male
2871,他们,做,nsubj,male
2872,妈妈,爱,dobj,female
2873,妈妈,爱,nsubj,female
2874,他,那样,nsubj,male
2875,爸爸,与,pobj,male
2876,他,狂热,nn,male
2877,他,话,assmod,male
2878,他,让,nsubj,male
2879,他,是,top,male
2880,男,孩子,amod,male
2881,男孩,让,nsubj,male
2882,他,清楚,nsubj,male
2883,爷爷,说,nsubj,male
2884,他们,讲,nsubj,male
2885,她,寄给,dobj,female
2886,女儿,与,pobj,female
2887,他,瞥见,nsubj,male
2888,他,让,dobj,male
2889,他,轮,dobj,male
2890,女人,惊动,dobj,female
2891,她,弯,nsubj,female
2892,他,看,nsubj,male
2893,他们,讲给,dobj,male
2894,他,读,nsubj,male
2895,母亲,读,dobj,female
2896,他们,给,dobj,male
2897,他们,哄笑,nsubj,male
2898,他,跟着,dobj,male
2899,他,战栗,nsubj,male
2900,她们,见,nsubj,female
2901,女,学生,amod,female
2902,她,下,nsubj,female
2903,他,记得,nsubj,male
2904,他,熟悉,nsubj,male
2905,他,话,assmod,male
2906,他,吃惊,nsubj,male
2907,他,演练,nsubj,male
2908,他,收拢,nsubj,male
2909,他,缺乏,nsubj,male
2910,她,像,pobj,female
2911,她,轮到,dobj,female
2912,她,反,nsubj,female
2913,她,说,nsubj,female
2914,男孩,是,attr,male
2915,他,说,nsubj,male
2916,他,离乡,nsubj,male
2917,他们,记得,nsubj,male
2918,女儿,属于,dobj,female
2919,她,记得,nsubj,female
2920,她,惊恸,nsubj,female
2921,女孩,看到,dobj,female
2922,男孩,当,dobj,male
2923,她,欣赏,dobj,female
2924,她,把风,nsubj,female
2925,爷爷,听,dobj,male
2926,她,提,nsubj,female
2927,他,名字,assmod,male
2928,他,活,nsubj,male
2929,她,心底,dep,female
2930,她,迎风,nsubj,female
2931,她,们,assmod,female
2932,外公,和,pobj,male
2933,他,是,top,male
2934,他们,拆,nsubj,male
2935,她,凝,nsubj,female
2936,她,自己,dep,female
2937,他们,感情,assmod,male
2938,她,逗,dobj,female
2939,她,动心,nsubj,female
2940,妈妈,告诉,dobj,female
2941,她,言,nsubj,female
2942,伯伯,总,nn,male
2943,伯伯,擦,nsubj,male
2944,她,托,dobj,female
2945,她,寄到,nsubj,female
2946,他,记得,nsubj,male
2947,他,提醒,dobj,male
2948,他们,远行,nsubj,male
2949,他,写,nsubj,male
2950,他,名,nsubj,male
2951,他,发现,nsubj,male
2952,他,监视,dobj,male
2953,他,投诉,nsubj,male
2954,她,抬起,nsubj,female
2955,他,名字,assmod,male
2956,他,向,pobj,male
2957,他,听清,nsubj,male
2958,他,向,pobj,male
2959,父亲,是,top,male
2960,她,主张,assmod,female
2961,她,考虑,nsubj,female
2962,她,去,nsubj,female
2963,她,约,nsubj,female
2964,她,工作,nn,female
2965,他,醒,dobj,male
2966,他,失,nsubj,male
2967,他,拉去,top,male
2968,他,工作圈,nn,male
2969,他,朋友,nn,male
2970,他,举行,nsubj,male
2971,他们,失去,nsubj,male
2972,他们,经,nsubj,male
2973,他们,出来,nsubj,male
2974,他们,成,nsubj,male
2975,他,脸红,nsubj,male
2976,妹妹,说,nsubj,female
2977,男人,告诉,nsubj,male
2978,他,度,assmod,male
2979,爸爸,妈妈,nn,male
2980,妈妈,爱,dobj,female
2981,爸爸,在,nsubj,male
2982,男孩,儿,amod,male
2983,妈妈,逗,dobj,female
2984,爸爸,在家,nsubj,male
2985,他,用,top,male
2986,妹妹,走,nsubj,female
2987,她,发表,nsubj,female
2988,她,分辨,nsubj,female
2989,他,是,nsubj,male
2990,他,看到,nsubj,male
2991,她们,岁,dep,female
2992,弟弟,妹妹,nn,male
2993,妹妹,让,dobj,female
2994,爸爸,和,pobj,male
2995,女孩,做,nsubj,female
2996,他,做下,nsubj,male
2997,他们,作品,assmod,male
2998,女友,信件,assmod,female
2999,他,担心,nsubj,male
3000,他们,无形,nsubj,male
3001,他,憎厌,nsubj,male
3002,他,当作,nsubj,male
3003,他,跟,pobj,male
3004,他们,称,dobj,male
3005,男,店员,amod,male
3006,男,管家,amod,male
3007,女,像,nsubj,female
3008,女,主管,amod,female
3009,小姐,为,pobj,female
3010,他,遥望,nsubj,male
3011,她,穿,nsubj,female
3012,男,作家,amod,male
3013,他,描述,nsubj,male
3014,女性,坐,nsubj,female
3015,他,令,dobj,male
3016,女子,期,nsubj,female
3017,女子,来,nsubj,female
3018,他,发出,nsubj,male
3019,他,有,nsubj,male
3020,他们,课,assmod,male
3021,他,记得,nsubj,male
3022,她,眉,nn,female
3023,他们,相信,nsubj,male
3024,他们,知道,nsubj,male
3025,他,心境,conj,male
3026,他,变,nsubj,male
3027,他,朋友,assmod,male
3028,他,回信,nsubj,male
3029,他,问,nsubj,male
3030,他,朋友,assmod,male
3031,女孩,问,nsubj,female
3032,女孩,是,attr,female
3033,他,调来,top,male
3034,男孩,味儿,assmod,male
3035,他,红,nsubj,male
3036,她,倚,nsubj,female
3037,她,是,nsubj,female
3038,女孩,是,attr,female
3039,他,跟,pobj,male
3040,他,目睹,nsubj,male
3041,爷爷,中饭,nn,male
3042,爷爷,身,nsubj,male
3043,爷爷,手指,assmod,male
3044,先生,组合,nn,male
3045,他,死掉,nsubj,male
3046,她,请,dobj,female
3047,女孩,有,dobj,female
3048,女人,给,pobj,female
3049,她,交给,dobj,female
3050,男,命,nn,male
3051,她,小凌,conj,female
3052,他,信,nsubj,male
3053,他,收,nsubj,male
3054,他,枪击,nsubj,male
3055,女孩,是,attr,female
3056,他,露出,top,male
3057,她,想起,nsubj,female
3058,女孩,儿,amod,female
3059,她,向,pobj,female
3060,他,感觉,nsubj,male
3061,女孩,痛哭,nsubj,female
3062,她,与众不同,nsubj,female
3063,父亲,工作,nn,male
3064,母亲,姓,assmod,female
3065,她,觉得,nsubj,female
3066,她,与,pobj,female
3067,她,吐实,nsubj,female
3068,他,像,nsubj,male
3069,她,跟,pobj,female
3070,她,叫,dobj,female
