,gender_word,verb,relation,gender
1170,他,让,dobj,male
1171,他,告诉,dobj,male
1172,他,问,dobj,male
1173,他,回答,nsubj,male
1174,他,试,nsubj,male
1175,他们,拦路,nsubj,male
1176,他,迷惑,nsubj,male
1177,他,时代,assmod,male
1178,他们,称呼,nsubj,male
1179,他,是,top,male
1180,他们,亲族,nn,male
1181,他,斗争,nsubj,male
1182,他们,与,pobj,male
1183,他们,系统,nn,male
1184,他,知道,nsubj,male
1185,他,引导,dobj,male
1186,他,注意,nsubj,male
1187,他,令,dobj,male
1188,他,发觉,nsubj,male
1189,他,鼓起,nsubj,male
1190,他们,得了,nsubj,male
1191,他,顾客,assmod,male
1192,他们,行动,assmod,male
1193,他,提醒,dobj,male
1194,他,让,dobj,male
1195,他,是,top,male
1196,他,谈论,nsubj,male
1197,父亲,做,dobj,male
1198,他,决定,nsubj,male
1199,他,下,nsubj,male
1200,他,高,nsubj,male
1201,女孩子,叫,nsubj,female
1202,他,想,nsubj,male
1203,他,引申,nsubj,male
1204,他,接,nsubj,male
1205,他们,超过,nsubj,male
1206,弟弟,添,dobj,male
1207,他,返家,nsubj,male
1208,他,咽下,nsubj,male
1209,他,对,pobj,male
1210,他,问,dobj,male
1211,他们,问,dobj,male
1212,他,意思,assmod,male
1213,他,想起,nsubj,male
1214,他们,视若无睹,nsubj,male
1215,他,怀疑,nsubj,male
1216,他们,看,nsubj,male
1217,他,信,assmod,male
1218,他,发现,nsubj,male
1219,他,意思,assmod,male
1220,他,记得,nsubj,male
1221,他,告诉,dobj,male
1222,他,发,nsubj,male
1223,他,愿意,nsubj,male
1224,儿子,初中,nsubj,male
1225,他,家,nn,male
1226,他,要,dobj,male
1227,儿子,念,nsubj,male
1228,他,想,nsubj,male
1229,儿子,隐瞒,nsubj,male
1230,他,念,nsubj,male
1231,他,训诫,nsubj,male
1232,他,跟着,pobj,male
1233,他,对,pobj,male
1234,她,丈夫,dep,female
1235,他们,外省人,nn,male
1236,他,费,nsubj,male
1237,她,劝解,dobj,female
1238,她,给,dobj,female
1239,她,告诉,dobj,female
1240,他,承认,nsubj,male
1241,他,忍住,nsubj,male
1242,他,愿意,nsubj,male
1243,他,追究,nsubj,male
1244,他,意见,assmod,male
1245,他,发现,nsubj,male
1246,他,判定,nsubj,male
1247,他们,于,pobj,male
1248,他,回,nsubj,male
1249,他,时代,nn,male
1250,他,心中,nn,male
1251,他,唱道,nsubj,male
1252,母亲,讲,nsubj,female
1253,他,给,pobj,male
1254,他,怕,nsubj,male
1255,女,与,pobj,female
1256,他,惊惶,nsubj,male
1257,母亲,阻止,dobj,female
1258,他,号啕大哭,nsubj,male
1259,他,望,nsubj,male
1260,他,凝,nsubj,male
1261,他,带给,dobj,male
1262,他,确信,nsubj,male
1263,阿芳嫂,行,dobj,female
1264,他,眼中,nn,male
1265,她,走近,nsubj,female
1266,阿芳嫂,非,dep,female
1267,阿芳嫂,露出,nsubj,female
1268,阿芳嫂,是,top,female
1269,他,走,nsubj,male
1270,她,麻袋,assmod,female
1271,他,身份,assmod,male
1272,他,叫出,dobj,male
1273,他,叫出,dobj,male
1274,他,看,dobj,male
1275,他,断裂,nsubj,male
1276,他,喝,nsubj,male
1277,他们,煮,nsubj,male
1278,儿子,解释,nsubj,male
1279,他们,养,nsubj,male
1280,他,进入,nsubj,male
1281,他们,邀请,assmod,male
1282,男子,老头,conj,male
1283,他,识,nsubj,male
1284,他,介绍,dobj,male
1285,他,是,top,male
1286,先生,儿子,assmod,male
1287,儿子,是,attr,male
1288,先生,感激,dobj,male
1289,他们,分给,dobj,male
1290,他,敬,dobj,male
1291,他,臂膀,assmod,male
1292,他,唤,dobj,male
1293,他,懊丧,nsubj,male
1294,他们,待,nsubj,male
1295,他,待,dobj,male
1296,他,庆幸,nsubj,male
1297,他们,无知,assmod,male
1298,他,使用,nsubj,male
1299,他们,受到,nsubj,male
1300,他,变得,nsubj,male
1301,他,告别,nsubj,male
1302,他,卖给,dobj,male
1303,他,向,pobj,male
1304,他,保持,nsubj,male
1305,他们,蔡,conj,male
1306,他,蔡,conj,male
1307,他,知道,nsubj,male
1308,他,居处,assmod,male
1309,他,电话号码,assmod,male
1310,他,确定,nsubj,male
1311,他,要,dobj,male
1312,他,给,pobj,male
1313,他,同意,assmod,male
1314,他,以为,nsubj,male
1315,他,熟悉,nsubj,male
1316,他,翻箱倒柜,xsubj,male
1317,他,探险,assmod,male
1318,他,居,nsubj,male
1319,他,发现,nsubj,male
1320,他,使,dobj,male
1321,他,引得,dobj,male
1322,他,习,nsubj,male
1323,他,熟悉,nsubj,male
1324,他,用,nsubj,male
1325,他,熟悉,nsubj,male
1326,他,以为,nsubj,male
1327,他,托,nsubj,male
1328,他,脚,nn,male
1329,他,衣角,nn,male
1330,阿公,电话,dep,male
1331,他,拿,nsubj,male
1332,他,在,nsubj,male
1333,他,想,nsubj,male
1334,他,相信,nsubj,male
1335,他,杀,dobj,male
1336,他们,问,nsubj,male
1337,他们,打算,nsubj,male
1338,他,提醒,nsubj,male
1339,他,注意,nsubj,male
1340,他,鼓励,nsubj,male
1341,他,想,nsubj,male
1342,他,目标,assmod,male
1343,他,试,nsubj,male
1344,他,放下,nsubj,male
1345,他,返回,nsubj,male
1346,他,打开,nsubj,male
1347,他,让,dobj,male
1348,他,令,dobj,male
1349,他,拆开,nsubj,male
1350,儿子,名字,assmod,male
1351,哥哥,挑,nsubj,male
1352,妈妈,那里,nn,female
1353,妈妈,抱怨,nsubj,female
1354,爸爸,妈妈,nn,male
1355,妈妈,乐于,top,female
1356,爸爸,时代,nn,male
1357,外婆,那里,nn,female
1358,她,向,pobj,female
1359,阿公,做,dobj,male
1360,阿公,陪,dobj,male
1361,他,给,dobj,male
1362,他,替,pobj,male
1363,他,坐,nsubj,male
1364,他,赠给,dobj,male
1365,他,令,dobj,male
1366,他,知道,nsubj,male
1367,他,听罢,nsubj,male
1368,兄弟们,想,dobj,male
1369,男生,口吻,assmod,male
1370,他,尾随,nsubj,male
1371,男生,尾随,dobj,male
1372,他,觉得,nsubj,male
1373,他,鼓足,xsubj,male
1374,她,女人,conj,female
1375,女孩,女人,conj,female
1376,女人,形容,dobj,female
1377,她,吓倒,dobj,female
1378,她,屏,nsubj,female
1379,她,冲出,nsubj,female
1380,她,跑,nsubj,female
1381,男孩子,群聚,dobj,male
1382,她,要,nsubj,female
1383,她,拥有,nsubj,female
1384,她,盘桓,nsubj,female
1385,他们,周围,nn,male
1386,他们,加入,dobj,male
1387,他们,与,pobj,male
1388,她,哥哥,nn,female
1389,哥哥,们,nn,male
1390,他们,说,nsubj,male
1391,妈妈,做,nsubj,female
1392,他们,家,nn,male
1393,弟弟,像,pobj,male
1394,她,家,nn,female
1395,她们,家,nn,female
1396,她,目睹,nsubj,female
1397,她,挤,nsubj,female
1398,哥哥,样子,nsubj,male
1399,他,与,pobj,male
1400,她,大,dobj,female
1401,她,恋爱,nsubj,female
1402,他,与,pobj,male
1403,她,与,pobj,female
1404,她,对,pobj,female
1405,她,百思不得其解,nsubj,female
1406,她,确信,nsubj,female
1407,她,选择,nsubj,female
1408,她,发现,nsubj,female
1409,母亲,丝巾,assmod,female
1410,她,偷,nsubj,female
1411,父亲,烟,assmod,male
1412,他们,跟,pobj,male
1413,他们,抽,nsubj,male
1414,他们,与,pobj,male
1415,她,愿意,nsubj,female
1416,他们,利于,dobj,male
1417,她,接纳,dobj,female
1418,她,毕,nsubj,female
1419,男友,婚约,assmod,male
1420,男孩,看待,dobj,male
1421,男人,谈论,nsubj,male
1422,她,面,assmod,female
1423,她,胸脯,nn,female
1424,他,找,dobj,male
1425,姊姊,结交,nsubj,female
1426,男友,结交,dobj,male
1427,妈妈,霜,assmod,female
1428,男孩,教,dobj,male
1429,他们,跟,pobj,male
1430,她,知道,dobj,female
1431,她,熟,nsubj,female
1432,她,像,pobj,female
1433,她,轮到,dobj,female
1434,她,反,nsubj,female
1435,她,说,nsubj,female
1436,男孩,是,attr,male
1437,她,搬离,nsubj,female
1438,她,一样,nsubj,female
1439,她,觉,nsubj,female
1440,她,心意,nn,female
1441,男孩,们,nn,male
1442,男孩,去,nsubj,male
1443,她,认识,nsubj,female
1444,男孩子,认识,dobj,male
1445,他们,笃定,assmod,male
1446,她,们,assmod,female
1447,兄弟,们,nn,male
1448,姊妹,们,nn,female
1449,她,熟悉,nsubj,female
1450,兄弟,们,nn,male
1451,姊妹,们,nn,female
1452,女孩子,念,nsubj,female
1453,她,耐烦,nsubj,female
1454,他们,视为,nsubj,male
1455,她,认为,nsubj,female
1456,他们,无,nsubj,male
1457,他们,居住,nsubj,male
1458,他们,游,nsubj,male
1459,他们,令,dobj,male
1460,他们,避免,nsubj,male
1461,他们,造访,nsubj,male
1462,她,让,dobj,female
1463,他们,自己,dep,male
1464,他们,父母,assmod,male
1465,他们,习于,nsubj,male
1466,他们,深信不疑,nsubj,male
1467,她,吃惊,nsubj,female
1468,她们,邀约,assmod,female
1469,她们,水平,nn,female
1470,她们,做,nsubj,female
1471,她,吃惊,nsubj,female
1472,她,和,pobj,female
1473,她们,去,nsubj,female
1474,她,看到,nsubj,female
1475,母亲,打扮,nsubj,female
1476,父亲,晒,nsubj,male
1477,她,觉得,nsubj,female
1478,她,同学,nn,female
1479,她,邀,dobj,female
1480,她,习惯,nsubj,female
1481,他们,笑,nsubj,male
1482,他们,笃定,nsubj,male
1483,她,跟,pobj,female
1484,他,阿爷,nn,male
1485,他们,变得,nsubj,male
1486,男孩子,们,amod,male
1487,他们,吃惊,nsubj,male
1488,他们,羡慕,nsubj,male
1489,他们,没有,nsubj,male
1490,他,路,nn,male
1491,他,拍,xsubj,male
1492,他们,帮,dobj,male
1493,他,跟着,nsubj,male
1494,他,死,nsubj,male
1495,他们,之中,lobj,male
1496,他,出头,nsubj,male
1497,儿子,遗,dobj,male
1498,他,一样,nsubj,male
1499,他们,跟,pobj,male
1500,她,翻,nsubj,female
1501,她,阅读,nsubj,female
1502,她,身属,nsubj,female
1503,她,违背,nsubj,female
1504,男人,嫁给,dobj,male
1505,她,想起,nsubj,female
1506,她,没,nsubj,female
1507,他们,笑谑,assmod,male
1508,她,是,nsubj,female
1509,她,遗失,nsubj,female
1510,女性,做,dobj,female
1511,她,是,nsubj,female
1512,妹妹,是,attr,female
1513,她,趴,nsubj,female
1514,她,凑,nsubj,female
1515,她,而言,lobj,female
1516,男子,教导,dobj,male
1517,他,看,xsubj,male
1518,她,感觉,nsubj,female
1519,她,抬头,nsubj,female
1520,她们,跑光,nsubj,female
1521,她,感觉,nsubj,female
1522,父亲,汗衫,nn,male
1523,她,弃,nsubj,female
1524,她,走近,dobj,female
1525,她,被,nsubjpass,female
1526,他,眼睛,nn,male
1527,她,跑出,nsubj,female
1528,他,想起,dobj,male
1529,她,想,nsubj,female
1530,女孩子,想到,nsubj,female
1531,他,想到,dobj,male
1532,男人,令,nsubj,male
1533,女孩,令,dobj,female
1534,她们,初夜,assmod,female
1535,他们,想到,dobj,male
1536,他们,叫作,nsubj,male
1537,他们,姓,nsubj,male
1538,他,单身,nsubj,male
1539,他,供养,dobj,male
1540,他,允许,dobj,male
1541,他,貼补,dobj,male
1542,他,由,pobj,male
1543,他,由,pobj,male
1544,他,由,pobj,male
1545,他,村,nn,male
1546,男生,来,nsubj,male
1547,他,干预,nsubj,male
1548,他,烤,nsubj,male
1549,他们,识,nsubj,male
1550,他们,是,top,male
1551,他,有,top,male
1552,他们,乡音,assmod,male
1553,他们,屋,assmod,male
1554,他,替,pobj,male
1555,他,送,nsubj,male
1556,他,教,nsubj,male
1557,她,叫,dobj,female
1558,男生,躲,nsubj,male
1559,他们,看到,nsubj,male
1560,他,褪去,nsubj,male
1561,母亲,发现,nsubj,female
1562,男生,们,nn,male
1563,他们,告诉,nsubj,male
1564,他们,出没,nsubj,male
1565,他,玩意,assmod,male
1566,他,出没,nsubj,male
1567,她,做,nsubj,female
1568,她,得到,nsubj,female
1569,她,手,assmod,female
1570,她们,去,nsubj,female
1571,她们,是,nsubj,female
1572,她,任,dobj,female
1573,她们,妹妹,nn,female
1574,弟弟,妹妹,nn,male
1575,妹妹,让,dobj,female
1576,妹妹,同伴,conj,female
1577,妹妹,呵斥,dobj,female
1578,妈妈,告诉,dobj,female
1579,男友,心爱,dobj,male
1580,他们,探亲,assmod,male
1581,男人,看,dobj,male
1582,他,是,nsubj,male
1583,他们,想象,nsubj,male
1584,女孩,想起,nsubj,female
1585,男人,想象,dobj,male
1586,她们,基于,top,female
1587,妈妈,问,dobj,female
1588,妈妈,们,nn,female
1589,妈妈,拿,nsubj,female
1590,她们,一样,nsubj,female
1591,妈妈,们,nn,female
1592,太太,登门,nsubj,female
1593,妈妈,们,nn,female
1594,妈妈,们,nn,female
1595,妈妈,保守,nsubj,female
1596,妈妈,是,nsubj,female
1597,妈妈,是,nsubj,female
1598,他们,村子,nn,male
1599,爸爸,们,nn,male
1600,他们,是,nsubj,male
1601,先生,长,nsubj,male
1602,先生,短,nsubj,male
1603,他们,大家长,assmod,male
1604,妈妈,们,nn,female
1605,妈妈,们,nn,female
1606,女孩,痛哭,nsubj,female
1607,她,与众不同,nsubj,female
1608,父亲,工作,nn,male
1609,母亲,姓,assmod,female
1610,她,觉得,nsubj,female
1611,她,与,pobj,female
1612,她,吐实,nsubj,female
1613,男子,感,dobj,male
1614,男孩,肯,nsubj,male
1615,他们,受,nsubj,male
1616,她,代替,nsubj,female
1617,男孩,去,nsubj,male
1618,女孩儿,们,nn,female
1619,男孩,和,pobj,male
1620,男孩,女孩,nn,male
1621,女孩,发现,dobj,female
1622,男孩,服役,nsubj,male
1623,女孩,们,nn,female
1624,女孩,出国,nsubj,female
1625,他们,是,nsubj,male
1626,男生,式,nn,male
1627,男孩,变得,nsubj,male
1628,他们,看不起,dobj,male
1629,他们,不知死活,nsubj,male
1630,男孩,吸引,nsubj,male
1631,他们,之中,lobj,male
1632,男孩,放眼,nsubj,male
1633,他们,安稳,assmod,male
1634,女孩儿,们,nn,female
1635,兄弟们,甘愿,dobj,male
1636,他,后脑勺,nn,male
1637,他,是,top,male
1638,兄弟们,去,nsubj,male
1639,兄弟们,有,nsubj,male
1640,他们,有,top,male
1641,他们,居住,nsubj,male
1642,他们,读,nsubj,male
1643,母亲,是,top,female
1644,他们,与,pobj,male
1645,她们,印象,nn,female
1646,父亲,是,top,male
1647,他们,骂,nsubj,male
1648,他,想,nsubj,male
1649,他们,骗到,nsubj,male
1650,兄弟们,踪迹,assmod,male
1651,他,简介,assmod,male
1652,他,诗句,nn,male
1653,他,含,nsubj,male
1654,他,知道,nsubj,male
1655,他们,让,dobj,male
1656,他们,动机,nn,male
1657,他们,觉得,nsubj,male
1658,他们,中间,nn,male
1659,他们,弃绝,dobj,male
1660,他们,集团,nn,male
1661,他,戴,nsubj,male
1662,他,小名,assmod,male
1663,他,想,nsubj,male
1664,兄弟们,嗅,nsubj,male
1665,他,访问,dobj,male
1666,他,味儿,assmod,male
1667,他,要,nsubj,male
1668,他,做,nsubj,male
1669,他,说,nsubj,male
1670,妈妈,帮,dobj,female
1671,他,推销,nsubj,male
1672,他,政策,assmod,male
1673,女性,直觉,assmod,female
1674,他,专业,assmod,male
1675,他,味儿,nn,male
1676,兄弟,喟叹,dobj,male
1677,兄弟们,…,root,male
1678,男生,记得,nsubj,male
1679,他,发出,nsubj,male
1680,哥哥,装,nn,male
1681,她,满意,nsubj,female
1682,女孩,可爱,nsubj,female
1683,她,是,nsubj,female
1684,她,小,nsubj,female
1685,女孩子,爱,nsubj,female
1686,他,噌,nsubj,male
1687,他,打,nsubj,male
1688,母亲,陪,dobj,female
1689,父亲,托人,nsubj,male
1690,他们,是,nsubj,male
1691,他们,迁居,nsubj,male
1692,他们,父亲,assmod,male
1693,父亲,看,dobj,male
1694,兄弟们,想,dobj,male
1695,他,旅,nn,male
1696,他,闹,nsubj,male
1697,他,参加,nsubj,male
1698,他,坚守,nsubj,male
1699,他,说及,nsubj,male
1700,他,性能力,assmod,male
1701,他,老百姓,nn,male
1702,他,觉得,nsubj,male
1703,他,与,pobj,male
1704,他,与,pobj,male
1705,他,安慰,nsubj,male
1706,他,得了,nsubj,male
1707,他,笑话,nn,male
1708,他,告诉,nsubj,male
1709,他,想念,nsubj,male
1710,她,肉体,nn,female
1711,他,说,nsubj,male
1712,他,鼓起,nsubj,male
1713,他,嫖,nsubj,male
1714,她,寻,dobj,female
1715,她,娶回,nsubj,female
1716,他,被,nsubjpass,male
1717,他,妻子,nn,male
1718,她,号码,assmod,female
1719,他,问,dobj,male
1720,她,娶回,nsubj,female
1721,他,回来,top,male
1722,他,去,nsubj,male
1723,他,回来,nsubj,male
1724,他,关于,pobj,male
1725,他,告诉,nsubj,male
1726,他,阳痿,assmod,male
1727,他,试图,nsubj,male
1728,他,婉谢,dobj,male
1729,他,失,nsubj,male
1730,他,拉去,top,male
1731,他,圈,nn,male
1732,他,朋友,nn,male
1733,他,举行,nsubj,male
1734,他们,携,nsubj,male
1735,他,说,nsubj,male
1736,他,嫖妓,nsubj,male
1737,女子,尖叫,nsubj,female
1738,女人,展开,nsubj,female
1739,他,撩拨,dobj,male
1740,他,复原,nsubj,male
1741,她,为,pobj,female
1742,女子,处理,nsubj,female
1743,母亲,换,nsubj,female
1744,他,委顿,nsubj,male
1745,他,躺,nsubj,male
1746,男性,雄风,nn,male
1747,他,说,nsubj,male
1748,他,告解,nsubj,male
1749,她,当作,nsubj,female
1750,他,叫,nsubj,male
1751,他,是,nsubj,male
1752,他,招认,dobj,male
1753,他,转折点,nn,male
1754,她,胯下,nn,female
1755,她,扮演,nsubj,female
1756,儿子,生,dobj,male
1757,她,学校,nn,female
1758,她,嫁人,nsubj,female
1759,儿子,酒,nn,male
1760,他,花心,nsubj,male
1761,他们,去,nsubj,male
1762,他们,增加,nsubj,male
1763,他,帮,dobj,male
1764,祖父,加上,nsubj,male
1765,祖母,祖父,prnmod,female
1766,外公,岁数,assmod,male
1767,外婆,外公,prnmod,female
1768,女学生,生涯,nn,female
1769,女生,嘲笑,assmod,female
1770,她们,多,nsubj,female
1771,女,是,attr,female
1772,她们,做,nsubj,female
1773,她们,见,nsubj,female
1774,女学生,捶,nsubj,female
1775,她们,看来,lobj,female
1776,她们,打扮,assmod,female
1777,她们,这些,dep,female
1778,她们,想,nsubj,female
1779,女孩,展示,nsubj,female
1780,她们,没有,nsubj,female
1781,女孩,对,pobj,female
1782,她,头顶,dep,female
1783,她,浓发,assmod,female
1784,她,身上,dep,female
1785,她,替,pobj,female
1786,她,自己,dep,female
1787,她,告诉,dobj,female
1788,她,对,pobj,female
1789,女人,和,pobj,female
1790,她,观众,nn,female
1791,女人,身材,nn,female
1792,男子,是,nsubj,male
1793,他,事件,assmod,male
1794,他,说,nsubj,male
1795,她们,触摸,dobj,female
1796,她们,爱抚,dobj,female
1797,她们,喜欢,nsubj,female
1798,男人,自以为是,nsubj,male
1799,她们,有没有,top,female
1800,他,招认,nsubj,male
1801,男子,鬼祟,assmod,male
1802,女生,挡,nsubj,female
1803,男人,场合,assmod,male
1804,女人,谈,dobj,female
1805,女人,与,pobj,female
1806,男人,世界,assmod,male
1807,他,画,nsubj,male
1808,男性,友谊,nn,male
1809,女人,杀,dobj,female
1810,他,背叛,nsubj,male
1811,他,老婆,nn,male
1812,他们,家,nn,male
1813,他,老婆,nn,male
1814,女性,平权主义,nn,female
1815,她们,派,dep,female
1816,他,妈的,nn,male
1817,他,爸,nn,male
1818,她们,致力,nsubj,female
1819,女人,发现,dobj,female
1820,先生,照片,assmod,male
1821,她们,跳,nsubj,female
1822,男人,跟,pobj,male
1823,女人,拥,nsubj,female
1824,男人,教,dobj,male
1825,男人,亏,nn,male
1826,她们,传,nsubj,female
1827,男人,让,dobj,male
1828,她们,来,nsubj,female
1829,女生,冒出,dobj,female
1830,她们,眼前,dep,female
1831,她们,鄙夷,nsubj,female
1832,她们,身上,dep,female
1833,她们,是,nsubj,female
1834,爸爸,父爱,assmod,male
1835,她们,对,pobj,female
1836,她们,那样,nsubj,female
1837,男子,让,nsubj,male
1838,他们,与,pobj,male
1839,儿子,奄奄一息,nsubj,male
1840,女人,马,amod,female
1841,女人,事,assmod,female
1842,女友,委托,dobj,female
1843,他,手腕,nn,male
1844,他,老兄,nn,male
1845,他,死心,nsubj,male
1846,他,打球,nsubj,male
1847,他,棋盘,assmod,male
1848,他,称呼,nsubj,male
1849,她,说,nsubj,female
1850,女生,与,pobj,female
1851,她,向,pobj,female
1852,她,没什么,nsubj,female
1853,她,一样,nsubj,female
1854,女人,与,pobj,female
1855,他,管,dobj,male
1856,她,侦伺,assmod,female
1857,她,像,nsubj,female
1858,她,利于,dobj,female
1859,她,注视,nsubj,female
1860,女人,与,pobj,female
1861,她,眼中,nn,female
1862,男子,吹奏,nsubj,male
1863,他,说,nsubj,male
1864,他,寻找,nsubj,male
1865,女生,没,top,female
1866,他们,认识,nsubj,male
1867,他们,让,dobj,male
1868,他,看,nsubj,male
1869,他,出入,nsubj,male
1870,他,孤僻,assmod,male
1871,他,寻找,nsubj,male
1872,他,解释,nsubj,male
1873,他,搜集,nsubj,male
1874,他,宫,assmod,male
1875,他,老婆,nn,male
1876,他,应付,top,male
1877,他,老婆,dep,male
1878,他,昂扬,nsubj,male
1879,他,认为,nsubj,male
1880,他,找到,nsubj,male
1881,他,供,dobj,male
1882,他,自己,dep,male
1883,他,正在,nsubj,male
1884,他们,女人,assmod,male
1885,女人,好多,nsubj,female
1886,女人,骑,nsubj,female
1887,他,有空,nsubj,male
1888,他,玩伴,nn,male
1889,他,跟,pobj,male
1890,妹妹,名字,assmod,female
1891,男子,挽,nsubj,male
1892,他,表情,nn,male
1893,他,是,nsubj,male
1894,他,比手画脚,xsubj,male
1895,男子,道谢,nsubj,male
1896,女孩子,是,attr,female
1897,她们,一模一样,nsubj,female
1898,她们,瞄,dobj,female
1899,姊姊,血拼,nsubj,female
1900,她,托,dobj,female
1901,她,寄到,nsubj,female
1902,他,说,dobj,male
1903,他,偶像,dep,male
1904,爸爸,扛,nsubj,male
1905,女儿,讨,nsubj,female
1906,他们,小孩,nn,male
1907,他们,奉,nsubj,male
1908,他们,中心,nn,male
1909,他们,失去,nsubj,male
1910,他们,一样,nsubj,male
1911,他们,出来,nsubj,male
1912,他们,表达,nsubj,male
1913,他们,跟,pobj,male
1914,他,年轻人,nn,male
1915,他们,不足,nsubj,male
1916,他们,小子,nn,male
1917,他们,想,nsubj,male
1918,女,老外,amod,female
1919,他,躯体,assmod,male
1920,母亲,瑞亚,nn,female
1921,他,怀,dobj,male
1922,他,生下,dobj,male
1923,她,盆景,assmod,female
1924,她,背影,nn,female
1925,她,气,nsubj,female
1926,她,自己,dep,female
1927,她,叫,nsubj,female
1928,她,穿,nsubj,female
1929,她,当作,nsubj,female
1930,父亲,人,nn,male
1931,他们,老去,top,male
1932,他们,念,nsubj,male
1933,他,是,nsubj,male
1934,儿子,进,nsubj,male
1935,他,问,dobj,male
1936,他们,讨钱,nsubj,male
1937,他,给,dobj,male
1938,他,自尊,nn,male
1939,他们,观光,nsubj,male
1940,他们,帮,dobj,male
1941,女人,情人,conj,female
1942,他们,寄给,dobj,male
1943,他们,挥别,dobj,male
1944,他们,灵魂,assmod,male
1945,他,路线,assmod,male
1946,他,写,nsubj,male
1947,他,去,nsubj,male
1948,他,问,dobj,male
1949,他,消息,nn,male
1950,他,回来,nsubj,male
1951,他,找,nsubj,male
1952,他,回,nsubj,male
1953,他,旅途,nn,male
1954,他,作,nsubj,male
1955,儿子,探望,nsubj,male
1956,她,探望,dobj,female
1957,她,进度,assmod,female
1958,女,漫画家,amod,female
1959,女孩,拿起,nsubj,female
1960,她,发音,nsubj,female
1961,女孩,做,nsubj,female
1962,女孩,找,dobj,female
1963,女孩,像,pobj,female
1964,她们,知道,nsubj,female
1965,女孩,小鸟,nn,female
1966,她们,这,dep,female
1967,她们,出生,nsubj,female
1968,她们,来说,lobj,female
1969,她们,比,pobj,female
1970,他,是,nsubj,male
1971,女孩,拿,nsubj,female
1972,她们,知道,nsubj,female
1973,她们,借,nsubj,female
1974,他,重复,nsubj,male
1975,他,是,top,male
1976,他,指向,nsubj,male
1977,他,忘记,nsubj,male
1978,他,是,top,male
1979,他,爱,nsubj,male
1980,男生,载,nsubj,male
1981,女生,载,dobj,female
1982,他们,开心,nsubj,male
1983,他们,那样,nsubj,male
1984,他们,知道,nsubj,male
1985,他们,身处,nsubj,male
1986,女孩,们,nn,female
1987,她,是,nsubj,female
1988,他,干吗,nsubj,male
1989,他们,像,nsubj,male
1990,他们,望穿,nsubj,male
1991,他们,行之有年,nsubj,male
1992,他们,批评,dobj,male
1993,他们,缺乏,nsubj,male
1994,他们,老手,nsubj,male
1995,他们,出海,nsubj,male
1996,他们,找到,nsubj,male
1997,他,看看,nsubj,male
1998,他,脸,nn,male
1999,他,使,dobj,male
2000,他,在,nsubj,male
2001,他,Rider,assmod,male
2002,他,电影,assmod,male
2003,女孩子,百无聊赖,assmod,female
2004,男孩子,好像,dobj,male
2005,他们,之间,lobj,male
2006,先生,找到,nsubj,male
2007,他,自杀,nsubj,male
2008,他,朋友,assmod,male
2009,他,用,top,male
2010,他,父母,assmod,male
2011,女孩儿,望,dobj,female
2012,她,向,pobj,female
2013,他,挣扎,nsubj,male
2014,小姐,拜托,dobj,female
2015,他,看,nsubj,male
2016,他,说,nsubj,male
2017,妈妈,们,conj,female
2018,妈妈,们,nn,female
2019,爷爷,们,nn,male
2020,他们,望,nsubj,male
2021,妈妈,指派,dobj,female
2022,他,行踪,assmod,male
2023,爷爷,说,nsubj,male
2024,爷爷,掏,nsubj,male
2025,他,命令,nsubj,male
2026,他们,口袋,nn,male
2027,妈妈,掩,nsubj,female
2028,他,她,conj,male
2029,她,寄给,dobj,female
2030,女,是,attr,female
2031,女学生,描出,dobj,female
2032,她,念,nsubj,female
2033,她,还给,dobj,female
2034,他,说,nsubj,male
2035,他,离乡,nsubj,male
2036,他,害怕,nsubj,male
2037,她,拦阻,dobj,female
2038,她,丈夫,assmod,female
2039,她,兴起,nsubj,female
2040,她,着,nsubj,female
2041,他,本意,assmod,male
2042,他们,有,nsubj,male
2043,他们,有,nsubj,male
2044,他,资料,nn,male
2045,他,记载,nsubj,male
2046,他,程度,nn,male
2047,爷爷,读者,nn,male
2048,他,取出,nsubj,male
2049,他,秘密,assmod,male
2050,他,生产力,assmod,male
2051,他们,信任,nn,male
2052,他,内裤,assmod,male
2053,他,政策,assmod,male
2054,他,先,dobj,male
2055,他,使得,dobj,male
2056,他,抚慰,dobj,male
2057,小弟,跟,nsubj,male
2058,他,丧命,nsubj,male
2059,他,发现,nsubjpass,male
2060,他,妻子,assmod,male
2061,他,行径,nn,male
2062,她,答,nsubj,female
2063,妹妹,替,pobj,female
2064,她,想,nsubj,female
2065,他们,女孩子,nn,male
2066,女孩子,过,nsubj,female
2067,她,偏,nsubj,female
2068,她,起来,nsubj,female
2069,她,要,nsubj,female
2070,她,远,nsubj,female
2071,她,是,top,female
2072,女孩,是,attr,female
2073,妹妹,过生日,nsubj,female
2074,她,现,nsubj,female
2075,妹妹,见,nsubj,female
2076,她,穿着,nsubj,female
2077,她,好,nsubj,female
2078,她,导师,nn,female
2079,她,认识,nsubj,female
2080,男孩子,认识,dobj,male
2081,爸爸,晚,nsubj,male
2082,她,跟,pobj,female
2083,她,支着,nsubj,female
2084,她,哭,nsubj,female
2085,男孩,车,nn,male
2086,他们,无理取闹,assmod,male
2087,妹妹,推,nsubj,female
2088,她,认识,dobj,female
2089,她,忙,nsubj,female
2090,爸爸,忙,nsubj,male
2091,妈妈,忙,nsubj,female
2092,姊姊,忙,nsubj,female
2093,她,有,top,female
